Show,Text
Zumanity,"Experiencing this show while in Vegas was one of the biggest highlights of my stay there. I need to preface by saying that you should NOT see this show if you are easily offended by sexuality (homo or heterosexual). The abilities these performers possess put the average person to shame and the host had a voice I can only describe as mesmerizing. I absolutely loved this show with all of its raunchiness, humor and sensuality. I would give it more than 5 stars if I could! (P.S. The music was live and there is no such thing as a bad seat in the house - they all have superb views of the stage and the building has a very intimate feel)."
Zumanity,"Looking for a Cirque du Soleil show? 3 stars
Looking for a sensual burlesque review? 5 stars

If youve seen a couple of Cirque shows you will have higher expectations than what you get out of Zumanity. There is less variety of acts and most of the acts are versions of dance. 

If you are looking for a burlesque show with more to it than your standard T&amp;A stripper act? This is the best one youll find. 

The dancing on a bolt of silk while dangling from the cieling act is turned into a amazing performance of sensual bondage and rubber. The synchronized swimmers are a homo-erotic pair of beautiful women scintillating the voyeuristic audience in a large glass bowl. The costuming is brilliant and they were extremely successful and combining the acrobatic talent Cirque is known for with varied expression of sexuality. 

Again - if you are looking for a Cirque show, try Love or Mystere. But if youre looking for a higher-class version of a burlesque/T&amp;A show (that is couples friendly), this is the best one in Vegas."
Zumanity,"Zumanity 2014 is a shell of its former self! I first saw this show about 4-5 yrs ago and it was awesome -sexy,sultry, boundary-pushing with superb acrobatics! Fast forward to 2014- most of the sensuality and display of cirque acts have been stripped away and replaced with dance numbers that were just meh and dont invoke sensuality. Because of this I found the skits in between and the twins to be annoying. - one of 2 actual cirque acts involved an S&amp;M theme complete with a soundtrack of orgasmic sound effects. If felt a bit awkward and out of place since little had been done to create the mood or build up to this moment. Perhaps its time for Zumanity to get a prescription for those blue pills"
Zumanity,Very amazing show! They make you look at sex in funny and artistic views. It was so much fun! Something couples can enjoy :)
Zumanity,"Loved it! The best show Ive seen in Vegas. It was funny and entertaining. Dont bother seeing it if you are easily offended and prudish, though. The whole show is centered on sex and sensuality, including gasp! gay and lesbian themes. There are also kinky scenes involving a whip cracking female Dom and a solo female acrobatic scene implying bondage. The show was very different from anything Ive previously seen, and I am happy to have seen it."
Zumanity,"parking near the casino is lucky so either park and walk or do the valet.

I LOVE THIS SHOW!  Its the ONLY 21 and OVER Cirque show.  One thing that gets me happy about this show is the LIVE SINGER.  Shes so awesome, i wish she had a nice pop album to buy to show her how much i loved her singing and emotion that she caused for the show.

Im not comparing this to Beatles Love Cirque but this woman is live and she makes you feel the moves and the actions of all the performers.  I cant believe she sings like this twice a day all week.  To hit her cues, and to reach the emotion that you can feel it while they perform, its incredible.

Its a slightly more sexual show.  Its really for adults.  The clowns in the beginning they walk around with dildos in their coat pockets..so they will entertain you for the 20 to 30 minutes before the actual show starts...thats how cool that is.

I must say this though.  The two guys wrestling in the cage, that kind of suprised me, i assume it was supposed to be like a prison scene...thats all you need to know.  If you want to know more...GO SEE THE SHOW."
Zumanity,"Save your money! Way better shows in Vegas. Ive wanted to this forever and was so excited. I was highly disappointed, I would not recommend it."
Zumanity,"Very sensual and very funny! I loved their comedy act! Its hilarious! The viewers participation was absolutely the best!  

When we got here, we kinda knew what to expect. I think its worth the money! We only paid for regular admission so we sat at the back. If you purchase the expensive tickets, I hope u get stuck between the two shapely twins..lol. When they started removing their clothes, i cant decide if the mans thing was real or not! Its way too long and too thin! hahaha!
A must see! Best for bachelorette  parties!"
Zumanity,"Zumanity - the sensual side of Cirque du Soleil

I dont know if Im quite sold....

I heard great things about this show, and I was really excited to see it.  It was hot and raunchy, but some of the skits were kind of.. unnecessary?  I know theyre trying to add comedy into the mix.. but some of it was just blehh..  Random?  I was expecting sexy costumes, sexual acrobats.. I guess there was some of that.. but I was hoping for more.

The hostess.. or host.. (it was a guy dressed in drag and he was AWESOME at it!) was pretty good.  I really liked how she would engage the audience and ask, So what does this make you want to do?  Its always such an awkward response - hilarious!

The black girl with the African ensemble was freaking AMAZING.  She had the body of a goddess, and her dancing was hypnotizing.  Terrific performer.

The singing was ok.

The dancing was ok.  

More acrobatics please.  I like the fishbowl skit.. MORE OF IT!!

There was just too much talking.

In the end, I was just not turned on!  :P"
Zumanity,"I loved it! The performers were all so great, especially the host!  So much fun!  Very comical, done with class. Really enjoyable!  The singers voices are amazing! This is a must see!"
Zumanity,The show is supposed to capture sensuality! Well the performance isnt up to the mark. It didnt seem like a good fit to have acrobats mix with supposed erotica. The funny bits are so predictable you could see them from a mile. There is some audience participation but mainly from front rows. The venue is nice but thats just about it. I wouldnt mind seeing it if I have seen all other shows or am being comped :)
Zumanity,"I decided on this Cirque du Soleil show bc of the cheap ticket prices, but I have to admit, I still expected Cirque quality level. Saying I was disappointed with be an EXTREME understatement. If you want to basically see a burlesqeu show with a TON of nudity (basically EVERY girl takes her top off), un-necessary sexuality, and crued jokes, then this is the show for you! But if you are like me, and are interested in a Cirque show with amazing perfromances, precision, and talent, then dont waste your time!!! So unhappy and disappointed :("
Zumanity,"With my first experience with Cirque du Soleil, this was a great introduction. From what I hear, a lot of the other shows have a great storyline to keep you going. Zumanity, on the other hand, exposes the skill of their artists in a sexy, seductive attitude.

For each of the main parts of the show, they were smooth and elegant while highlighting the, ahem, finer parts of the body. But the in-between moments were filled with raunchy and funny skits and audience interactions that seems typical of Vegas. Everyone in the front is pretty much fair game for the entertainers to use you, abuse you, and play with you ;)

Either way youll enjoy the amazing acrobatics and the sensuality that is kitschy but if you just buy into it, youll love it."
Zumanity,"The acrobats were simply amazing.  The reason I gave this 3 stars instead of 4 or 5 is that I wish there would have been MORE of the acrobatics.
Some of the random acts in between that didnt have acrobatics could have been omitted in my opinion.  They werent that funny and seemed sorta cheap.
I bought discounted tickets which I would recommend.  I dont think Id paid full price for this.  Also, we sat on the balcony (cheapest seats), which Id also recommend.  
I usually prefer to pay money for good seats, but the place where I bought them said that it wasnt really necessary.  Plus, if you are in the very front you have to be prepared to be called on stage....which I wasnt down for.  :)
Anyway, the balcony was totally fine. The theatre isnt huge so we could see just fine."
Zumanity,"I loved the interactions they had  with the audience, it was hilarious. The theatre is pretty small, so youd get a good view even if you buy cheap seats. Overall, this show is funny and sexual but if you are religious this show is not for you."
Zumanity,"If youre a prude, just stay home. 
If youre not into sexual innuendoes, dont come.
If youre afraid to see boobies, this is not the show for you.
Its not one of my favorite cirque shows but its not entirely bad either.
Its a little cabaret, a little burlesque, a little typical cirque.
The closer you sit to the stage, the more likely you will be a part of the show. If youre not up for this, then dont get seats so close."
Zumanity,"I never thought Id fine the words Cirgue du Soleil, sex and boring in the same sentence. Weve seen many CdS shows in the past and adored Love playing just down the street. Zumanity, however, was unlike any show Ive seen in the past. This had a far greater emphasis on bawdy comedy than the sublime acrobatics were accustomed to. The show had its moments...the man rolling in the ring...the flying little man...but there were far more downs than ups. The comedy bit with the scotch filled falsies was silly. The acrobatic bondage scene had me reaching to check email. The plentiful bare breasts were, in this context, not particularly exciting or even appealing. The plentiful interactions with the up-front audience were painful to watch.

If you find Ringling Brothers meets Benny Hill an interesting idea, this might be for you. I had trouble staying awake.

1.5 stars."
Zumanity,Great performance! One of a kind show! It was a bit pricey but it was worth it! (3/6/12)
Zumanity,"Going off reviews my friend and I decided to give Zumanity a shot and got a deal with the Summer of Cirque promo.

Not knowing what to expect I went into the show with an open mind.  Needless to say I was a bit disappointed.  The show seemed to drag on and I found myself bored during some of the acts. 
 
The best scene in my opinion was the fish bowl scene.  Everything else was meh... The southern lady and her husband were entertaining and added some comic relief.  If it werent for them I probably would have fallen asleep.

I guess the only thing thats appealing about this show is that they showcase nudity elegantly."
Zumanity,Absolutely the best show in vegas to date! The two obese french maid sisters that roam through the isles make the show for me!
Zumanity,"Zumanity is the least acrobatic of all the Cirque shows, but probably the most entertaining, and definitely the funniest. Have a few drinks, loosen up and enjoy!

PS. Dont take your parents. HAHA!"
Zumanity,"Ive been to many Cirque shows and this was a true disappointment.  Aside from the hype, this show does not stack up to other Cirque shows when it comes to talent.   The theatre was sumptuously decorated - so I was pretty excited when I first arrived.  But then the show started and all I can say is that the show is super cheesy.  Fat chicks scantily clad squeezing through occupied aisles pushing their butts and boobs into the faces of guests, performers constantly grabbing at their crotches, so-so singing, very little acrobatics compared to most Cirque shows, low quality acrobatics (compared to Cirque shows).   In a word, the show is cheesy - theres nothing sexy about it. 

Thankfully my other half got a deal on the tickets - the second ticket cost one-dollar. Still though, it was a waste of our money.  If you enjoy Cirque shows such as Alegria, Mystere, Kooza, Quidam and O - dont bother with Zumanity."
Zumanity,"We got free tickets to this show due to booking a room at NYNY and Im glad we didnt pay.  This was the first Cirque show Ive been to and Im assuming the others would have been a better choice.

They have a lot of crowd interaction and so if youre sitting on the main floor (especially the front row), get ready to participate. The crowd members who were brought up on the stage did a very good job and were willing to play along with what they were asked to do. Some was a little awkward but being a viewer and not a participant, we found it quite entertaining.

Acts featured a lot of female nudity and a couple of fully dressed men. Basically you see a lot of boobs. A lot. Really not what I was expecting or looking to see. A ballerina without her top on? Probably not what her parents imagined... 

Overall, I wasnt wowd and wouldnt go again. The gift shop features some fun gifts that range from Cirque souvenirs to sex shop treats. We didnt find that the shop was open unless a show had just ended though."
Zumanity,"I really liked this show! I didnt know what to expect except some nudity or a lot of nudity rather. It definitely helped that we were able to see the show free thanks to hookups from a friend. The show kept me alert and awake which is more than I can say for a lot of movies and shows. The only annoying part were the guys behind us and their commentary. Its a show people....shut up! I like that the theater was smaller than say O or Elvis...I guess its for the intimate portion of it. We sat in one of the balcony seats and we were able to see everything. I think for me, I enjoyed it so much for the entertaining aspect and the sense of humor. Overall, I would recommend it to those that are 18 and older to definitely see it."
Zumanity,"I heard this show was raunchy, I didnt hear it was ALL SEX. Do not underestimate the naughtiness. BUT... while theres breasts everywhere, theres no... tat for tit, for the ladies. Theres a weird male strip tease that ends with everything covered--that part was odd.

I ended up getting a front row seat for $85 with my MLife card (Im sure they were trying to fill up the front, since I had just tried to buy a seat with a worse view for $10 more). I was a single, so if it was discounted, that was why. I was cringe-worthy close but the lady at the ticket booth assured my that I was safe in the middle... probably. Either way, I couldnt make eye contact.

As with all Cirque shows Ive seen in Vegas, these guys are trully amaing athletes &amp; its a show worth attending."
Zumanity,"Beware this show will make you horny which while on a first date may OR may not be such a good thing.   The show room is both intimate and comfortable.  The performers sexy and athletic.  They hang out in the front of the theater striking a myriad of sensual poses before the show starts which was a tad surreal.  You feel as if you know them before the show starts.  I would have no problems seeing Zumanity again and possibly again after that.  Now that the first date is now my GF, I am sure the curtain call would be very different this time around......wink, wink."
Zumanity,"Not my favorite Cirque (which is O by the way).

Things I liked: talent of dancers/actors, favorite scene is the water scene because it was well choreographed.  The jokes were pretty funny.  

Things I didnt like as much: comedy scenes were interjected throughout, seemed like embarrassing the audience participants was supposed to be entertaining, a lot of acrobatics and contortionist, randomly strung together acts (not much connection or story)"
Zumanity,"Maybe it was an off night, but it seemed Cirque, short-cirqueted the storyline since partial nudity and glitz were more important than a well-thought out story.  I have such high expectations of cirque productions, I was sadly disappointed.  The performers were great, but the storyline itself was so boring I dozed off twice.  Guess I am just not that enthralled with nudity.. Definitely a meh in my opinion."
Zumanity,"This has the Las Vegas vibe all over it. We loved this show. Beware if you sit on the sofas or in the aisles be prepared to be part of the show and they do make it a bit scandalous. If you dont want to participate just let the ushers know in advance or get ready. Frankly we were glad to be sitting in the middle of a crowded section. Anyways, the talent here is amazing. It is a true cirque du soleil experience. People crying over show be geared toward an LGBT crowd is a bit overly dramatic. There is a drag queen hosting and one scene where two guys are dancing in a cage with heels. If that is too much for you then move to Alaska. It is the most risqué Cirque show Ive seen but that said if youre a total prude you will probably be bothered. If youre somewhat more open minded you likely will not get phased by this show. If youre offended by this show, frankly you shouldnt be in Vegas in the first place."
Zumanity,"Loved the show. The wife and I found it fun entertaining and quit hilarious. This is one of those shows that are fun to watch regardless of the seats you purchase. Beware the front row, they will pull you into the show."
Zumanity,"I really didnt know what to expect from Zumanity but after seeing Believe on our last trip, anything would be a few steps up. We got a great deal on tickets so we decided to give it a try. 

Will call was a breeze. The attendants were all quick, friendly, and efficient. Im not sure why other customer service people cant be just like this. Really. 

We walked in after dropping our leftovers from dinner at our room. No food allowed FYI. A few of the players were roaming the halls interacting with people. Most half naked. Even the ushers were wearing clothes that had airbrushed nakedness on their skirt/shirt/etc. Funny. 

We walked in the theater and I could tell that there was no such thing as a bad seat. it was a very intimate seating arrangement and the highest seats were still pretty darn close. Everything was decorated like a lush bedroom scene. Velvet, drapes, soft lighting everywhere. Good support for the theme I suppose. 

Pregame show was funny. A couple of hefty ladies and a married couple were walking around messing with the guests. Pretty hilarious. Like others are saying, if youre shy or even a bit prudish, stay away, especially from the front seating area. They are rubbing and swinging things at you that you might not find appealing, but its pretty damn funny from where I was sitting. lol. 

The acrobatic type acts were all very impressive. Very artistic and some very disturbing. I got a bit sleepy during a couple of acts but that was probably due to the glass of wine I had earlier. The humor was the key to this program though. The comic relief was great. The main person was pretty funny as well as the wife lady in pink. 

Again, if youre shy or are insecure, dont sit up front. They will do stuff with your significant others or make them do stuff with others in the audience that will make a very insecure person...well, insecure. Dont know if it turns to jealousy or rage, but hopefully they have a good sense of humor. That one guy didnt seem too happy though. lol. 

A good show for adults only. Lots of breasts and fake dingalings flying around. Its all in good fun so go in there with an open mind and an empty bladder (no intermission)"
Zumanity,"Oh man! I loved this show! It was my first experience at a Cirque Du Soleil show. (thank you to my yelper helper, you know who you are!) I know this show is all about sexuality and sensuality but I really didnt know what to expect.

I walked into the theater and ohmy! The actors/actresses were there to greet. The one on hooves scares me though.

I was going to get a drink to get a little buzz going on but... that long was too long! If you want a drink, go beforehand at another bar.  I would definitely wait till after the show for another cup of buzz. 

The theater itself was nice. Nice plush seating that went in a U shape around the stage. Luckily, I got front seat! UNluckily, I wasnt chosen to be a participant in the show!

The thing that I really liked about this show is that it included: sexiness, comedy, and acrobatics! I loved it. You must go see it for yourself. It may be inappropriate at times, but hey... this is Vegas. Deal with it.

PS.... all the actresses/actors are gorgeous! *le sigh*"
Zumanity,"LOVE IT!!!!  Ive seen almost all of the Cirque Du Soleils, and this one is one of my top (along with Ka).  Granted, its very different than any of the other CDS, but totally worth it.  This was my 2nd time seeing this one, and I was still just as amused as my first time seeing it.  There are no parts I disliked, or wasnt a fan of.  They definitely made it all very entertaining and fun.  I guess my only complaint is that I wish they used the main character in more scenes.
BTW, new york new york often runs specials for this show.  Be sure to check out their website!"
Zumanity,"Lots of fun, sexy and daring. Lots of audience interaction if you sit in the first few rows. Dont be shy, just relax and enjoy! We came on an off night and they moved us to the front row!"
Zumanity,"Dirty. Raunchy. and Boobies. 

Located in NYNY, I begged the boyfriend to taxi it there cause it was hot outside and I was laaaaaazy. heheh. So yes, we taxied it to the end of the strip and waited in a loooong line. Surprising because it was a line for people already with tickets. I dont know why it took so long. ;( poo. We came in and took pictures. The ladies who took our pictures were creative and the sweetest dears ever. Came into the show a little late but I dont think we missed much. Bf was pleased that there was more boobie action as opposed to the other option. I mean I give it credit for being creative and nice use of all the boobies theyve got running around on that stage, but Ive seen my fair share of cirque shows but this one wasnt my favorite. Audience interaction was lacking and some of the jokes were a little dry. And to be honest, after being in the sun all day and etc I fell asleep during some parts. I had to pinch myself to stay awake and drink my soda constantly."
Zumanity,"Had a rare date night with the hubby for this one..what a super sexy show! We had such a great time. When you walk in your greeted by some super sexy performers, grab a drink at the bar..they are yummy!
Sit down and prepare for a very interesting show.
Lots of wonderful entertainers..the ones in the fish bowl were super sexy for sure!
A must see for anyone who enjoys a more adult type show."
Zumanity,"Zumanity is Zexy.

Once again, another Cirque show that never fails. But who can fail when theres naked people being all sexy running around on stage for 90 minutes?

There wasnt money in the budget on this Vegas trip to see O, so we decided on Zumanity since they were having a summer promotion. We got center seats in the last row on the floor for $125/pair. The seats were great, but when some of the acts got high up in the air, the balcony was blocking our view. 

The show has a lot of audience participation so if youre sitting in the first few rows, you may be called up on stage and do things which you might regret later that night.

The only thing that irked me was getting into the show. We had just come from dinner at Wolfgang at MGM and had leftovers. When we got to the front door, the usher said we couldnt bring in outside food. Now I wasnt about to toss expensive food in the trash so I wanted to speak to the manager. Well she gave me the same bullshit so I decided to get creative.

Having just purchased a program from the gift shop from a Filipino, I asked her if I could keep the food behind the register. She kindly refused, but gave me a bigger NYNY bag and told me to put the food in there and enter the theatre in a different line. The plan worked perfectly so if you have dinner prior to the show and your hotel is far away from NYNY, make sure you do this."
Zumanity,"My experience with Cirque du Soleil shows is limited  as Ive only been to this one and Mystere, but this is a really good show!

From beginning to end, this show was funny, raunchy - and basically just plain fun. There is nudity and obviously there is sexuality depicted in the show, so if this is not your thing, this is not the show for you.

If you sit in the front, you definitely run the risk that the performers will make you a part of the entertainment, but everyone is fair game. 

Discount tickets are definitely available at the many discount ticket vendors on the strip, so definitely take advantage of this option if you can. We sat in the balcony, and could see pretty well (some guy kept leaning forward and so I had to keep adjusting), but Im sure that sitting on the main floor would have been better."
Zumanity,"Completely different from other Cirque shows.  For me, it was just okay.  After seeing what I think are their best Vegas shows (Ka and O), this was a bit of a letdown.  

They advertise this as a sensual show, but I found it to be more of an excuse to strip and crack jokes.  Im no prude....but I failed to see the artistic sensuality that they were going for.  Maybe its just not my cup of tea. 

When I go to a Cirque show, I want to be blown away by the acrobatics.  There were a few pieces that were really great in terms of acrobatics, but just not enough for me to give it any more than 3 stars."
Zumanity,Very sexy and entertaining show! The audience stays engaged the entire show and some audience members were brought on stage to interact with the cast. I went with my husband and another couple.
Zumanity,"Very different from the other Cirque du Soleil performances in vegas, if you present your Mlife card you can get a good discount on your tickets. We managed to score some really good balcony seats and the view from our seats was fantastic. This show is in a theater and not a large auditorium like the O or mystere, so seats are limited. There no real WOW factor about this show, maybe because the acrobatics is not as grandiose as the O or mystere, but it more than makes up for it in comedy and other R rated acts. I really enjoyed the music and the show, and left with a really warm feeling. The show does make you feel good :) and perfect to watch before a romantic dinner."
Zumanity,"Acrobatic, sexy and funny: The show is exactly what they advertize on their flyers and posters.

And because we sat near the front of the stage, I even got included into the cabaret part of this show, which was fun and only a little bit awkward :)."
Zumanity,"Ive seen most of the Cirque shows and I particularly enjoyed this one which is the reason for my post.  Its slightly different from the others in terms of the skill levels needed to do particular acts, an extremely different from the others in terms of the amount of clothes (some naked) worn by the performers.  Performers engaged the audience (as the do in other shows) which was great, the show was extremely sexual in nature (cant complain there), and the overall vibe from the crowd was outstanding. If your into Cirque shows in general you must see this!  My wife and I had a great time.  Again, its sexual so you have to be ok with that premise or you probably wont be into the show overall."
Zumanity,"On a recent spur-of-the-moment trip to LV with the hubs - we decided to check out the sensual side of Cirque.  We were not disappointed!

It was a fun romp of a show - hot chick with dozens of hula hoops spinning in the air, comic (albeit raunchy) relief in between performances, intimate setting (velvet curtains and all), bare boobies flying about...my fave was the topless girls in the giant fish bowl - hmm...theyre bendy O_O

The couple next to us was way too serious - besides having a box of Mike n Ikes and popcorn between them, they left about 10 mins into the show, with a well-I-NEver! huff.  Maybe they got free tix and didnt know what to expect.  Oh well, more elbow room for us!

Fun and naughty show!"
Zumanity,"I started to give 3/3.5 stars, but as I write the review and laugh about some of the funny things that happened, I have to go 4 stars.  I love that Janice C. refers to this show as ZumanTities, because I would have to agree.  In most Cirque shows, the costumes are elaborate and entertaining, but this show is almost completely void of costumes...unless you count the zipper pants that the Fabio look-a-like took off one section at a time.

The front row love seats (booths for 2) provide an extreme up-close-and-personal view of the entire show (for better or for worse).  The only part that I wished I was sitting up higher for was the rotating orgy bed portion.  I think it would have been better to see everything happening at once rather than one scene rotating by our faces at a time.

If you want to be included in the show, these are definitely THE seats to sit in.  Everytime they came close to us, my girlfriend clenched my hand, stared at the floor, and made it very obvious that she did not want to be included.  That actually saved me twice.  Once, I would have ended up holding boob baggies (hilarious bit) and the other time I would have been sans shirt on the orgy bed.  Thanks, honey.  The guy and girl who were called up for the orgy bed scene actually ended up being mother and son.  That made it even funnier.

During our show, there was a couple in the audience that had been married for 59 years.  They were from Australia.  The host brought them up on stage and asked them some questions.  One question, directed at the husband was whether or not he participated in a threesome back in the day.  His answer was, Yes, we had quite a few threesomes back in Australia.  When the host turned to his wife and asked if she was there, she responded with Oh yes!  Everybody was cracking up.  They must have been in their 70s or 80s.

Not your typical Cirque show, but definitely worth a try unless you are uber conservative, boring, up tight, or uncomfortable in your own skin.  Being with the wrong person might also impact your good time.  Have a few drinks to loosen up before you walk in, and be sure to get your seats early.  The pre-show is one of the funniest parts."
Zumanity,"Love the interaction with the audience.  If you plan on sitting close to the front (even in the middle of an aisle), dont be surprised if you involuntarily participate.  This is definitely different from other Cirque performances, but nevertheless just as fun and entertaining.  

BTW, dont forget to check out the peep holes in the hall."
Zumanity,"Havent had time to review until now but this show is awesome.... my favorite act was TWO GIRLS AND A CUP.... totally changed that tagged line for me,  lol.... like many yelpers said before this show has everything so youre allergic to any kind sexual acts is not for you.... It was fun and funny throughout and the audience participation added to the fun.... I had the front row balcony seats but definitely gonna try to get the front row Love seats next time.... I for one want to be picked to participate on stage,  best way to enjoy the show is to be part of it I say.... all in all I loved it and recommend it....."
Zumanity,Sex and Cirque!  What a great idea right! Well the show is very solid. I dont really like stage setup though or the facility that New York New York holds it in. For it be such a small venue the seats feel far back. The performance were good but not amazing like the ones I have seen in other shows. The Hula hoop girl is pretty good though.
Zumanity,"LOVED:

1. The host :) 
2. The intimate theatre (NO bad seats!)
3. Beautiful bodies of the performers, especially the martini glass contortionists. 

DIDNT LOVE: 

1. The male contortionist act was a little off-putting for me. Still an incredible feat, but I just dont think they pulled that off as sexy. Not for me, anyway! 

Still, I cant subtract a star. I loved this show, raunchiness and all!!"
Zumanity,"I wasnt expecting much from this show - for many reasons... 

Shows (like cards) bore me to tears and Im happiest behind a big slot machine! I go to Vegas to gamble - all I do when Im there is gamble. And eat occasionally. And drink constantly. 

I hosted a bachelor/bachelorette party and we decided to see a show as a group. Again, I wasnt expecting much and already had a get-away plan ready just in case I decided to fake sick - just to go throw my money away in a big slot machine!

Wrong! This show was amazing, kept us all laughing the whole time. I loved the sexiness, the sinfulness and the sheer playfulness.

I will definitely see this again in a few years as Im sure the show wont change much front month to month."
Zumanity,"This show was fantastic and fun! I am surprised that people got so offended seeing boobs.  Sorry but get over it.  Was this a classic cirque show..NO!  Was it filled with fantastic acrobats, contortionists, aerialists that were amazing performers and beautiful to watch...YES!

I went to Zummanity not knowing what to expect other then an adult theme, which it had.  I loved the clowns in the beginning and the people pulled on stage were hilarious.  I am not a prude by any means, but I didnt think the show crossed the line at all.

The acts were sexually themed, but who cares.  I wasnt watching naked people on stage have sex.  I was watching very talented people perform.  The two girls in the fishbowl were incredible contortionists.  So graceful and beautiful.

Overall I highly recommend this show, I liked it better then some of the others on the strip.  If your prudish then stay away.  Makes for a great date night."
Zumanity,"This show had me laughing the entire time. I came here on my Anniversary and I thought the show hit all the right points. They really interact with the audience and thats the best part. I agree with some others about the aerial stunts and things like that do kind of lack, but I think thats the sacrifice they make to bring the audience into the show. I went with an open mind and had a blast. If you are a conservative person then this show will probably test your comfort zone, but in all reality just go and have an open mind and be willing to experience all that is Zumanity. You wont regret it."
Zumanity,"Im surprised that they can keep the level of energy up in the show while doing it twice a day, every day. This was my first Cirque Du Soleil show and I was really impressed with the stunts, set design, and costumes. We planned on seeing this before coming to town but were able to buy tickets at a Tix4Tonight stand on the strip earlier in the day (huge savings, btw). Our seats were on the main floor toward the back corner, but we were able to move once the show started since the theater was only about 90% full.

Dont bring your kids to this one."
Zumanity,"One of my least favorite Cirque shows. Saw this in 2009 and at the time being the first Cirque show I had seen, I was impressed. Now, having seen 4 Cirque shows since then, its whatever. Unless you want to see (little) boobies, I would say your money is better spent on one of the other shows on the strip, such as Love or Mystere (havent seen O and I though KA was rather boring)."
Zumanity,"When my friends and I were talking about seeing a Cirque show, one of my friends mentioned that she wanted to see this because it was a very adult themed show. I thought I wouldnt have fun, but I actually enjoyed it. 

Its by no means O, but it was still pretty good. I think because Ive seen the best that Im always going to use it as a benchmark to compare any Cirque shows I will see. This show does have acrobatics and such, but in the same magnitude as O. 

The audience engagement is quite amusing! An old lady was brought to the stage for the orgy scene and she was enjoying herself a little too much! She was really getting into it with one of the performers, the madame hostess had to put her on the spotlight but she kept on and on! Another fave was the 2 swimming ladies in the huge fishbowl sort of thing. That was insanely good. Another one of my faves was the guy who would occasionally fly in with this huge cloth like wings thats probably 30 feet across. Random, but amusing. 

Female performers are almost always baring their breasts, male performers are dressed almost like Chippendales guys. So dont go if youre easily offended by this. 

Paid around $80 (including our student discount, which you should take advantage of if youre a student, as one valid student I.D. is good for 2 people) and had nice seats. Great deal."
Zumanity,"Ive been to 6 shows in vegas and this is near my least favorite.  Its not totally bad, but compared to O and KA, Zumanity just couldnt compare.  I want to give a 2 but its closer to a 3.   Its not as expensive as the other shows, so it might be a good show for somebody who hasnt watched a CDS show yet."
Zumanity,"having been to most cirque shows in Las Vegas this was the one left.  We were booked first row middle of the balcony.  When we arrived we were told they closed the balcony for our show and had been upgraded  we were moved to the 5th row on the side.  While it was ok I certainly did not see it as an upgrade.  The show is designed to be seen from in front of the stage.  I dont think I would consider this show erotic.  Some topless women with average bodies and some men in thongs.  Most Cirque shows leave me with about 15 minutes of unreal act that amaze me.  This show had none of that.  If you can go to LOVE, O, KA or Zarkana....do it.  This would be my very last choice....not aweful...but certainly not good."
Zumanity,"Prepare to arouse your senses.

Ladies, do you like sexy fauns (thats a half-man, half-beast with horns and legs of a goat, if you didnt know) with ripped abs growling and darting across the stage?  Apparently I do!! 

This was my first Cirque du Soleil show, so I cant compare it to any others, but I was thoroughly entertained by Zumanity!  If you are by any slight means conservative or are embarrassed easily by sex, this probably isnt the right show.  But... I am neither of those. 

The characters that interacted with the audience were funny and the acrobatic stunts were amazing - I couldnt keep my eyes off the stage.  Definitely a 5-star night of entertainment."
Zumanity,"This is a cool show, theres no doubt about that... Just a little different from what i was expecting.

What makes this show fun is its all about sexuality. A lot of pervertedness, language, nudity- all that fun Vegas stuff. There is a lot of audience participation, Id say at least 1/3 of the show is devoted to it. The costumes are fun and all of the naked people have amazing bodies(no vagina or penis- just a lot of muscles and boobs)

Unfortunately what I didnt like about this show was i felt there was a lot of repetitiveness. People swinging from wires, a girl comes out naked, people swing from wires, audience participation. A man comes out naked, people swing from wires, audience participation. People swing from wires, audience participation, a man does contortion, everyone gets naked. It really leaves a lot to be desired. 

It was fun and I did enjoy myself, but I wouldnt have known it was a Cirque show unless you had told me. When I think Cirque, I think Big Sets, Special Effects, Amazing Feats! Zumanity lacks the big set and special effects, and their most amazing feats are the people swinging from the wires- which is pretty much par for the course at any  show... 

I did have a good time watching this show, but for the price I paid I would have liked to see another Cirque show instead. If youre into sex shows- then this is the one for you! If youre into Cirque shows- id pass on this one."
Zumanity,"Thats an unique show for sure. The talent of Cirque du Soleil acrobats in a sensual mood. Nothing that you can really find elsewhere. Overall, the show was unique and quite entertaining, with a lot of interactions with the crowd. Keep in mind its 18+, so what youll see and hear can be a little uncomfortable if you are a little stuck up :)"
